0.079106,0.394032,0.551444,0.351565,0.02397,0.633883
0.079106,0.394032,0.551444,0.351565,0.02397,0.633883
-0.903497,-3.666397,-0.282844,-0.095881,-0.319605,0.972131
1.116125,-0.656101,0.333118,1.624657,-0.569962,1.209171
1.6382,1.405135,0.393875,1.187864,-0.271664,1.739182
1.003448,2.220504,0.030765,1.004091,-0.047941,1.499479
0.028774,3.248704,-0.313529,0.340912,0.162466,0.428803
0.03005,3.020615,-1.581368,-0.311615,-0.013317,-0.282318
-0.120485,1.957117,-1.046431,-0.348902,-0.143822,-0.926854
-0.120485,1.957117,-1.046431,-0.348902,-0.143822,-0.926854
0.667496,-1.956176,0.527999,-0.226387,-0.311615,-1.267765
-0.312815,-3.138694,1.025005,-0.101208,-0.055931,-0.66318
-0.032064,-2.905234,0.69038,-0.00799,0.191763,0.143822
0.462654,-1.249818,0.010441,0.039951,0.21307,1.025398
0.462654,-1.249818,0.010441,0.039951,0.21307,1.025398
0.50726,0.902984,-0.318485,0.351565,0.19709,1.395607
0.381774,2.535184,-0.339922,0.378199,0.117188,1.201181
-0.173109,2.947793,-0.602718,0.079901,0.00799,0.354229
0.075566,2.53536,-0.537257,0.02397,-0.162466,-0.218397
0.182602,1.058201,0.032005,-0.194426,-0.242367,-0.865596
0.241339,0.097825,0.385068,-0.189099,-0.25302,-1.049369
0.128828,-1.498574,0.808822,-0.162466,-0.178446,-0.852279
-0.005551,-1.912198,0.945214,-0.087891,0.002663,-0.364882
-0.234381,-1.189464,0.31803,-0.25302,0.247694,0.380862
-0.060061,0.048358,-0.163724,-0.135832,0.284981,0.692477
0.134305,1.049725,-0.367703,-0.018644,0.151812,0.689814
-0.119217,1.632314,-0.504733,0.063921,0.042614,0.447447
-0.118415,1.497473,-0.293617,0.26101,-0.151812,0.045277
-0.034857,0.772937,0.008929,0.159802,-0.202416,-0.292971
-0.152736,0.208221,0.438756,-0.021307,-0.125179,-0.274327
-0.30275,-0.124439,0.435576,-0.21307,-0.066584,-0.199753
-0.258284,-0.324037,0.374493,-0.082565,0.079901,-0.210406
-0.153046,-0.440494,0.057105,-0.047941,0.127842,0.005327
-0.183976,-0.09376,-0.070314,-0.021307,0.069248,0.178446
-0.160971,0.272178,-0.206731,-0.029297,0.037287,0.223723
-0.241554,0.410578,-0.062707,0.026634,-0.047941,0.122515
-0.12605,0.63099,0.034384,0.189099,-0.050604,0.029297
-0.047558,0.304098,-0.019835,0.119852,-0.034624,-0.055931
-0.180656,0.452631,0.147044,0.095881,-0.03196,-0.079901
-0.223321,0.055369,0.154054,0.077238,-0.010653,-0.165129
-0.269544,-0.195426,0.223995,0.109198,0.00799,-0.175783
-0.132218,-0.108085,0.034453,0.053267,0.069248,0.029297
-0.247598,0.05122,-0.140365,-0.002663,0.029297,0.165129
-0.167151,0.495086,-0.104581,0.101208,0.0,0.157139
-0.226787,0.582479,-0.110829,0.021307,-0.034624,0.117188
-0.226787,0.582479,-0.110829,0.021307,-0.034624,0.117188
-0.221194,0.535399,0.111417,0.063921,-0.063921,-0.050604
-0.124525,0.254673,0.092016,0.063921,-0.01598,-0.125179
-0.215384,0.045147,0.075045,0.359555,-0.005327,-0.194426
-0.292342,0.126648,0.098005,0.386189,-0.010653,-0.189099
-0.2096,-0.011763,0.179158,0.19709,-0.010653,-0.114525
-0.350283,-0.067802,0.119141,-0.540665,-0.026634,0.109198
-0.212305,0.062543,-0.100571,-0.239704,0.047941,0.130505
-0.101916,0.041191,-0.217936,-0.306288,-0.010653,0.125179
-0.125474,0.292536,-0.164587,-0.085228,-0.050604,0.087891
-0.171308,0.566593,0.012233,-0.093218,-0.085228,-0.005327
-0.392737,0.40288,0.244841,0.00799,-0.103872,-0.223723
-0.333702,-0.095309,0.348375,0.063921,0.0,-0.367545
-0.049047,-0.671382,0.154106,-0.034624,0.063921,-0.178446
-0.161384,-0.299112,-0.035424,-0.146486,0.066584,0.170456
-0.332913,0.264913,-0.254828,-0.141159,0.077238,0.338248
-0.323573,0.979325,-0.235535,-0.117188,-0.005327,0.223723
-0.260746,0.585794,-0.0036,-0.125179,-0.047941,-0.191763
-0.386039,-0.286732,0.154836,0.183773,-0.090555,-0.423476
0.073956,-0.684911,0.425322,0.311615,-0.00799,-0.330258
0.013228,-0.702381,0.069628,0.079901,0.029297,0.186436
-0.134901,0.063297,0.00436,0.154476,0.103872,0.303624
-0.114447,0.685951,-0.241098,0.0,0.114525,0.346238
-0.151736,1.384099,-0.409935,-0.396843,0.117188,0.375536
-0.265312,1.393837,-0.37759,-0.439456,0.002663,-0.002663
-0.265312,1.393837,-0.37759,-0.439456,0.002663,-0.002663
-0.192506,-0.526192,0.259687,-0.034624,-0.133169,-0.740418
0.006082,-1.453164,0.733738,0.308951,-0.087891,-0.657853
0.006082,-1.453164,0.733738,0.308951,-0.087891,-0.657853
-0.056635,-1.491239,0.261785,-0.22106,0.170456,0.117188
-0.209398,-0.588188,-0.187312,-0.149149,0.178446,0.487397
-0.160216,0.54238,-0.454873,-0.165129,0.095881,0.540665
-0.135851,0.976972,-0.386007,0.178446,-0.042614,0.242367
-0.27988,1.021334,-0.116938,0.189099,-0.071911,-0.058594
-0.181434,0.546116,0.025466,0.191763,-0.079901,-0.247694
-0.129874,-0.004861,0.207466,0.194426,-0.050604,-0.298298
-0.041725,-0.485268,0.14792,-0.039951,0.0,-0.191763
-0.176548,-0.269133,0.041364,-0.026634,0.047941,0.058594
-0.257786,-0.162642,-0.136943,0.045277,0.034624,0.159802
-0.257786,-0.162642,-0.136943,0.045277,0.034624,0.159802
-0.239707,0.426015,-0.126909,0.013317,-0.021307,0.143822
-0.216372,0.545045,-0.019764,0.005327,-0.03196,0.03196
-0.08794,0.305803,0.04661,0.061258,-0.00799,-0.114525
-0.227259,0.072097,0.118345,-0.042614,-0.002663,-0.130505
-0.143374,-0.071186,0.043983,-0.077238,0.047941,-0.109198
-0.308963,-0.124647,-0.132656,-0.018644,0.034624,-0.039951
-0.269968,-0.065241,-0.07248,0.013317,-0.002663,-0.002663
-0.191018,-0.032477,-0.039316,0.010653,-0.026634,0.047941
-0.24424,0.152639,0.049186,0.037287,-0.039951,0.071911
-0.2092,0.3387,0.082105,0.0,-0.013317,0.063921
-0.167918,0.224085,0.039889,0.039951,-0.010653,-0.021307
-0.22767,0.118392,-0.088594,-0.029297,0.005327,-0.042614
-0.193271,0.055227,-0.04153,0.0,-0.013317,-0.063921
-0.193271,0.055227,-0.04153,0.0,-0.013317,-0.063921
-0.20515,-0.00339,-0.015113,-0.00799,-0.010653,-0.03196
-0.697643,-0.561693,-0.950458,-1.158567,0.727101,-1.376964
-0.697643,-0.561693,-0.950458,-1.158567,0.727101,-1.376964
-0.199924,-0.820724,1.146612,-0.479407,-0.410159,0.130505
-0.424592,-1.01451,2.215659,-0.149149,-0.282318,0.189099
-0.277881,-2.683653,0.346236,-0.002663,-0.300961,0.471417
1.092497,-2.053126,0.492739,0.4581,-0.351565,0.833636
0.337352,-1.257021,1.934319,0.681823,-0.037287,1.230478
0.782398,1.658773,0.282682,0.575289,-0.010653,1.467518
0.819968,3.411195,0.931845,0.258347,0.167792,0.998765
2.200969,4.747445,0.27905,-0.711121,0.383526,0.380862
-0.073919,3.996944,0.795881,0.159802,0.263674,-1.134597
-0.073919,3.996944,0.795881,0.159802,0.263674,-1.134597
0.669104,0.720746,0.831447,-0.407496,-0.034624,-1.888331
0.669104,0.720746,0.831447,-0.407496,-0.034624,-1.888331
-0.174694,-2.80171,1.485528,-0.005327,0.005327,-1.725865
-1.005758,-4.512717,1.095128,-0.327595,-0.143822,-0.817655
4.321427,-1.782117,-0.209562,0.476744,-0.356892,1.225151
4.321427,-1.782117,-0.209562,0.476744,-0.356892,1.225151
0.680105,-0.064636,-0.282129,0.961478,-0.111862,1.8324
3.748891,1.88364,-0.827448,1.57139,-0.700467,2.612768
2.756574,4.549696,-0.836867,0.569962,0.292971,1.896321
0.937635,6.446741,-1.802106,-0.673833,0.271664,1.422241
0.128171,6.547764,-0.798751,-0.492724,0.093218,0.223723
4.046029,5.461779,-0.477922,0.01598,-0.202416,-1.760489
3.138552,1.428778,0.218833,-0.897557,0.162466,-2.538194
1.007278,-0.8945,0.428616,-1.12128,0.22106,-1.954915
0.553134,-1.939149,0.78588,-1.030725,0.479407,-1.781796
-1.242219,-4.348788,-0.019212,-0.234377,0.340912,-1.139924
-0.668222,-4.223357,0.015547,-0.127842,-0.055931,-0.266337
-0.777853,-2.659372,-0.42635,-0.111862,-0.138495,0.716447
1.857566,-1.246891,-0.514053,0.415486,-0.303624,1.518122
2.121561,0.964817,-0.864651,1.313043,-0.601922,2.125371
2.679336,3.428905,-0.816724,1.688578,-0.26101,2.101401
0.934098,6.121451,-1.347515,0.394179,0.125179,1.451538
0.047952,5.828553,-1.06501,-0.303624,0.159802,-0.106535
3.373526,4.661483,-0.513158,-0.26101,-0.165129,-1.198518
2.408546,1.443869,0.211452,-0.356892,0.274327,-2.077431
0.522694,-0.554676,0.316425,-0.70313,-0.03196,-1.523449
-0.378783,-1.116308,0.782409,-0.511368,0.079901,-1.360983
-1.020135,-3.186397,0.573617,-0.279654,0.069248,-0.791022
-1.422849,-2.849882,0.587822,-0.346238,-0.002663,-0.292971
-0.779518,-1.780162,0.466368,0.095881,-0.175783,0.399506
-0.779518,-1.780162,0.466368,0.095881,-0.175783,0.399506
-0.178611,0.059804,-0.059034,0.514031,-0.303624,1.062686
-0.178611,0.059804,-0.059034,0.514031,-0.303624,1.062686
0.672678,2.263544,-0.60973,0.444783,0.021307,1.195854
0.672678,2.263544,-0.60973,0.444783,0.021307,1.195854
-0.266131,2.969368,-0.614679,-0.316941,0.194426,0.713784
-0.022198,3.261817,-0.340441,-0.074574,0.071911,0.215733
2.622783,2.868618,0.418697,-0.149149,0.018644,-0.775041
2.079965,1.791051,0.55572,-0.548655,0.178446,-1.198518
0.499869,0.656799,0.033788,-0.263674,0.308951,-1.32636
-0.008108,-1.442738,-0.267502,-0.90821,0.250357,-1.195854
-0.981617,-2.494848,0.203465,-0.322268,0.021307,-0.996101
-0.753877,-3.478306,0.391079,-0.039951,-0.093218,-0.65519
-0.821098,-3.24655,0.576992,-0.085228,-0.215733,0.316941
1.728583,-1.913972,0.206727,0.095881,-0.292971,0.799012
1.373051,-0.751426,-0.70056,0.122515,-0.159802,1.174547
1.313277,0.745117,-0.976699,1.12927,-0.479407,1.566063
0.876037,1.714578,-0.928226,1.182537,-0.322268,1.507469
0.419487,3.186431,-0.7497,0.255684,-0.109198,1.251785
-0.359525,3.837673,-0.65915,-0.151812,0.026634,0.535338
0.182795,3.619302,0.358662,0.250357,0.090555,-0.830972
2.507815,1.998162,0.338493,-0.055931,0.218397,-1.747172
1.611325,0.240276,0.175057,-0.753734,0.319605,-1.645964
0.157459,-0.997908,-0.018196,-0.761725,0.420813,-1.331686
-0.507293,-2.496721,-0.144018,-0.45011,0.26101,-1.155904
-1.081545,-3.202418,0.470172,-0.034624,-0.170456,-0.572625
-0.758739,-3.382106,0.838907,0.410159,-0.181109,-0.133169
0.646735,-1.844551,0.364031,0.149149,-0.340912,0.966804
0.128777,-0.395646,-0.405458,0.098545,-0.021307,1.339676
1.273377,1.198757,-0.756063,0.407496,-0.311615,1.755163
0.940248,1.795719,-0.76509,0.745744,-0.46609,1.395607
0.940248,1.795719,-0.76509,0.745744,-0.46609,1.395607
-0.24744,2.904393,-0.888766,-0.183773,0.223723,0.002663
-0.24744,2.904393,-0.888766,-0.183773,0.223723,0.002663
-0.256805,2.247593,-0.785596,-0.074574,0.098545,-0.644536
1.110296,0.702779,0.265305,0.074574,-0.002663,-1.193191
0.266392,-0.594674,1.079468,0.026634,-0.071911,-1.257112
0.226918,-1.297439,0.632571,-0.266337,0.082565,-1.09731
-0.874314,-1.37941,0.536842,-0.47408,0.399506,-0.660516
-1.149666,-2.693468,0.122326,-0.247694,0.399506,-0.247694
-0.610688,-2.931121,-0.127955,0.269001,-0.029297,0.394179
-0.066822,-0.739959,-0.174186,1.201181,-0.370209,1.006755
0.295325,0.422832,-0.21572,1.062686,-0.612576,1.267765
-0.274812,1.598995,-0.798337,1.209171,-0.641873,0.945497
0.141771,2.549044,-0.991522,1.081329,-0.793685,0.506041
0.073441,3.51942,-0.629037,1.707222,-0.990775,-0.506041
0.992962,1.407688,0.245542,1.57139,-0.756398,-1.499479
0.754915,-1.18322,-0.005919,1.741846,-0.074574,-1.845717
0.337602,-2.573355,0.060904,2.676689,0.295634,-1.379627
-0.118958,-3.140144,-0.736408,1.246458,0.607249,-0.601922
